Tracking Number,PC,RI,DRI,Length,Height,Width,Weight,Zone,Base Rate,Plus Rate
4202026000009247299000133750556441,3,PR,N,00000,00000,00000,14.56,01,3.98,
4202026000009247399000133734850226,3,PR,N,00000,00000,00000,13.28,03,4.2,
4202026000009247799000133757752974,3,PR,N,00000,00000,00000,7.6,08,5.93,
4202026000009267399000133723465555,3,PR,N,00000,00000,00000,6.67,03,2.85,
4202026000009267499000133768247848,3,PR,N,00000,00000,00000,11.14,03,3.76,
4202026000009241999000133758862473,4,PR,N,00000,00000,00000,12.85,06,6.45,
4202026000009242099000133728269770,4,PR,N,00000,00000,00000,11.0,01,3.37,
4202026000009242199000133710287167,4,PR,N,00000,00000,00000,3.21,03,2.14,
4202026000009242299000133786859618,4,PR,N,00000,00000,00000,1.5,04,1.86,
4202026000009242399000133778316592,4,PR,N,00000,00000,00000,14.93,05,6.16,
4202026000009242499000133723567633,4,PR,N,00000,00000,00000,0.95,01,1.65,
4202026000009242599000133772167096,4,PR,N,00000,00000,00000,3.99,06,3.03,
4202026000009242699000133797447576,4,PR,N,00000,00000,00000,2.73,03,2.05,
4202026000009242799000133714905514,4,PR,N,00000,00000,00000,11.38,05,5.05,
4202026000009242899000133792968614,4,PR,N,00000,00000,00000,1.51,04,1.86,
4202026000009243099000133744269935,4,PR,N,00000,00000,00000,10.3,01,3.25,
4202026000009243199000133795410488,4,PR,N,00000,00000,00000,12.46,04,4.57,
4202026000009243299000133704833678,4,PR,N,00000,00000,00000,4.59,06,3.26,
4202026000009243499000133716404691,4,PR,N,00000,00000,00000,10.95,01,3.36,
4202026000009243599000133796345696,4,PR,N,00000,00000,00000,0.36,03,1.56,
4202026000009243699000133799676271,4,PR,N,00000,00000,00000,12.71,05,5.47,
4202026000009243799000133786437151,4,PR,N,00000,00000,00000,9.32,01,3.08,
4202026000009243999000133775011562,4,PR,N,00000,00000,00000,11.8,04,4.4,
4202026000009244699000133733536968,4,PR,N,00000,00000,00000,10.1,08,7.39,
4202026000009244799000133758701944,4,PR,N,00000,00000,00000,0.64,07,1.77,
4202026000009244899000133736676451,4,PR,N,00000,00000,00000,11.93,01,3.53,
4202026000009244999000133735450268,4,PR,N,00000,00000,00000,3.76,07,3.16,
4202026000009245299000133711887425,4,PR,N,00000,00000,00000,3.83,03,2.27,
4202026000009245399000133756327785,4,PR,N,00000,00000,00000,14.53,01,3.97,
4202026000009245499000133731577067,4,PR,N,00000,00000,00000,1.78,06,2.18,
4202026000009245599000133715603828,4,PR,N,00000,00000,00000,8.5,01,2.94,
4202026000009245699000133732310953,4,PR,N,00000,00000,00000,7.39,04,3.32,
4202026000009245799000133726894448,4,PR,N,00000,00000,00000,12.8,04,4.65,
4202026000009245899000133763486473,4,PR,N,00000,00000,00000,2.79,05,2.36,
4202026000009245999000133715950452,4,PR,N,00000,00000,00000,13.36,08,9.29,
4202026000009246099000133789160954,4,PR,N,00000,00000,00000,6.01,03,2.72,
4202026000009246199000133758093494,4,PR,N,00000,00000,00000,4.23,01,2.21,
4202026000009246299000133717076844,4,PR,N,00000,00000,00000,8.6,01,2.96,
4202026000009246399000133738213298,4,PR,N,00000,00000,00000,4.31,01,2.23,
4202026000009246499000133782538203,4,PR,N,00000,00000,00000,2.46,03,1.99,
4202026000009246799000133770243261,4,PR,N,00000,00000,00000,8.49,06,4.77,
4202026000009246899000133787984714,4,PR,N,00000,00000,00000,1.8,06,2.18,
4202026000009246999000133743853722,4,PR,N,00000,00000,00000,11.45,07,6.57,
4202026000009247099000133794887525,4,PR,N,00000,00000,00000,11.08,07,6.41,
4202026000009247299000133702293416,4,PR,N,00000,00000,00000,3.63,01,2.11,
4202026000009247399000133784647046,4,PR,N,00000,00000,00000,0.14,01,1.51,
4202026000009247799000133786435473,4,PR,N,00000,00000,00000,5.58,01,2.44,
4202026000009267399000133772694568,4,PR,N,00000,00000,00000,11.37,07,6.54,
4202026000009267499000133737037617,4,PR,N,00000,00000,00000,7.69,03,3.06,
4202026000009241999000133745264499,4,PR,N,00000,00000,00000,11.56,03,3.85,
4202026000009242099000133734592627,4,PR,N,00000,00000,00000,10.41,08,7.57,
4202026000009242199000133717944852,4,PR,N,00000,00000,00000,9.53,08,7.06,
4202026000009242299000133778201737,4,PR,N,00000,00000,00000,8.44,08,6.42,
4202026000009242399000133716888941,4,PR,N,00000,00000,00000,1.96,01,1.83,
4202026000009242499000133712918817,4,PR,N,00000,00000,00000,9.84,07,5.86,
4202026000009242599000133741283101,4,PR,N,00000,00000,00000,13.86,04,4.91,
4202026000009242699000133755163997,4,PR,N,00000,00000,00000,10.86,04,4.17,
4202026000009242799000133740468645,4,PR,N,00000,00000,00000,9.26,07,5.6,
4202026000009242899000133788602163,4,PR,N,00000,00000,00000,4.56,06,3.25,
4202026000009243099000133785565801,4,PR,N,00000,00000,00000,1.46,01,1.74,
4202026000009243199000133738779786,4,PR,N,00000,00000,00000,14.38,01,3.95,
4202026000009243299000133721031271,4,PR,N,00000,00000,00000,2.1,05,2.15,
4202026000009243499000133716914527,4,PR,N,00000,00000,00000,10.52,03,3.64,
4202026000009243599000133712738889,4,PR,N,00000,00000,00000,12.48,05,5.4,
4202026000009243699000133756291930,4,PR,N,00000,00000,00000,10.27,04,4.03,
4202026000009243799000133745875382,4,PR,N,00000,00000,00000,3.09,01,2.02,
4202026000009243999000133757992618,4,PR,N,00000,00000,00000,13.64,07,7.55,
4202026000009244699000133725599991,4,PR,N,00000,00000,00000,10.99,01,3.37,
4202026000009244799000133795365444,4,PR,N,00000,00000,00000,7.29,04,3.29,
4202026000009244899000133742665234,4,PR,N,00000,00000,00000,10.05,07,5.95,
4202026000009244999000133766311118,4,PR,N,00000,00000,00000,11.3,05,5.03,
4202026000009245299000133701593313,4,PR,N,00000,00000,00000,12.72,01,3.67,
4202026000009245399000133757626622,4,PR,N,00000,00000,00000,10.36,06,5.49,
4202026000009245499000133779095676,4,PR,N,00000,00000,00000,8.87,05,4.27,
4202026000009245599000133746625805,4,PR,N,00000,00000,00000,1.49,03,1.79,
4202026000009245699000133758444663,4,PR,N,00000,00000,00000,10.52,05,4.78,
4202026000009245799000133721331528,4,PR,N,00000,00000,00000,13.74,01,3.84,
4202026000009245899000133780768383,4,PR,N,00000,00000,00000,5.55,06,3.63,
4202026000009245999000133709046855,4,PR,N,00000,00000,00000,0.73,06,1.77,
4202026000009246099000133740835083,4,PR,N,00000,00000,00000,2.62,06,2.5,
4202026000009246199000133789241889,4,PR,N,00000,00000,00000,4.45,01,2.25,
4202026000009246299000133762966389,4,PR,N,00000,00000,00000,8.77,08,6.61,
4202026000009246399000133754239864,4,PR,N,00000,00000,00000,0.3,05,1.58,
4202026000009246499000133730905760,4,PR,N,00000,00000,00000,6.74,07,4.48,
4202026000009246799000133718982429,4,PR,N,00000,00000,00000,4.14,03,2.33,
4202026000009246899000133723961942,4,PR,N,00000,00000,00000,8.69,01,2.98,
4202026000009246999000133731196667,4,PR,N,00000,00000,00000,2.49,01,1.92,
4202026000009247099000133759256477,4,PR,N,00000,00000,00000,10.94,01,3.36,
4202026000009247299000133782599490,4,PR,N,00000,00000,00000,8.55,03,3.23,
4202026000009247399000133745573436,4,PR,N,00000,00000,00000,2.94,03,2.09,
4202026000009247799000133731296775,4,PR,N,00000,00000,00000,12.04,05,5.26,
4202026000009267399000133774759400,4,PR,N,00000,00000,00000,9.87,08,7.25,
4202026000009267499000133780128148,4,PR,N,00000,00000,00000,1.2,08,2.19,
4202026000009241999000133732659109,5,PR,N,00000,00000,00000,13.51,05,5.72,
4202026000009242099000133722783419,5,PR,N,00000,00000,00000,14.68,08,10.06,
4202026000009242199000133737310496,5,PR,N,00000,00000,00000,4.56,03,2.42,
4202026000009242299000133779742309,5,PR,N,00000,00000,00000,5.54,07,3.95,
4202026000009242399000133704249698,5,PR,N,00000,00000,00000,3.31,03,2.17,
4202026000009242499000133779000490,5,PR,N,00000,00000,00000,2.14,04,2.02,
4202026000009242599000133764138471,5,PR,N,00000,00000,00000,5.71,03,2.65,
4202026000009242699000133737121713,5,PR,N,00000,00000,00000,0.35,01,1.55,
4202026000009242799000133740113559,5,PR,N,00000,00000,00000,7.19,05,3.74,
4202026000009242899000133700808816,5,PR,N,00000,00000,00000,13.87,01,3.86,
4202026000009243099000133731978032,5,PR,N,00000,00000,00000,4.06,03,2.32,
4202026000009243199000133799488455,5,PR,N,00000,00000,00000,1.63,01,1.77,
4202026000009243299000133770994672,5,PR,N,00000,00000,00000,6.64,08,5.37,
4202026000009243499000133718197393,5,PR,N,00000,00000,00000,4.31,08,4.01,
4202026000009243599000133750352521,5,PR,N,00000,00000,00000,12.83,01,3.68,
4202026000009243699000133757537639,5,PR,N,00000,00000,00000,3.16,08,3.34,
4202026000009243799000133790551023,5,PR,N,00000,00000,00000,13.56,01,3.81,
4202026000009243999000133743277988,5,PR,N,00000,00000,00000,6.41,08,5.23,
4202026000009244699000133790318176,5,PR,N,00000,00000,00000,7.87,08,6.09,
4202026000009244799000133786533687,5,PR,N,00000,00000,00000,6.08,04,2.99,
4202026000009244899000133782191655,5,PR,N,00000,00000,00000,9.73,07,5.81,
4202026000009244999000133726865489,5,PR,N,00000,00000,00000,14.45,06,7.07,
4202026000009245299000133767554032,5,PR,N,00000,00000,00000,6.39,03,2.79,
4202026000009245399000133720648496,5,PR,N,00000,00000,00000,12.38,06,6.27,
4202026000009245499000133767913973,5,PR,N,00000,00000,00000,7.46,03,3.01,
4202026000009245599000133751087702,5,PR,N,00000,00000,00000,4.14,01,2.2,
4202026000009245699000133751593709,5,PR,N,00000,00000,00000,10.51,08,7.63,
4202026000009245799000133764595441,5,PR,N,00000,00000,00000,11.3,04,4.28,
4202026000009245899000133795236611,5,PR,N,00000,00000,00000,3.46,03,2.2,
4202026000009245999000133702764044,5,PR,N,00000,00000,00000,1.4,01,1.73,
4202026000009246099000133799850770,5,PR,N,00000,00000,00000,8.45,04,3.58,
4202026000009246199000133799073357,5,PR,N,00000,00000,00000,14.18,07,7.79,
4202026000009246299000133789598937,5,PR,N,00000,00000,00000,9.48,06,5.15,
4202026000009246399000133733367824,5,PR,N,00000,00000,00000,12.15,04,4.49,
4202026000009246499000133729891267,5,PR,N,00000,00000,00000,11.66,08,8.3,
4202026000009246799000133728032006,5,PR,N,00000,00000,00000,9.66,07,5.78,
4202026000009246899000133773814801,5,PR,N,00000,00000,00000,0.46,03,1.58,
4202026000009246999000133735803216,5,PR,N,00000,00000,00000,14.18,01,3.91,
4202026000009247099000133740883519,5,PR,N,00000,00000,00000,12.47,04,4.57,
4202026000009247299000133700530056,5,PR,N,00000,00000,00000,1.27,04,1.8,
4202026000009247399000133773675143,5,PR,N,00000,00000,00000,3.38,04,2.32,
4202026000009247799000133767566710,5,PR,N,00000,00000,00000,14.89,01,4.04,
4202026000009267399000133726298413,5,PR,N,00000,00000,00000,13.19,08,9.19,
4202026000009267499000133797839699,5,PR,N,00000,00000,00000,9.79,05,4.55,
4202026000009241999000133735450091,5,PR,N,00000,00000,00000,0.49,06,1.68,
4202026000009242099000133769801591,5,PR,N,00000,00000,00000,10.19,04,4.01,
4202026000009242199000133701761958,5,PR,N,00000,00000,00000,1.14,07,2.0,
4202026000009242299000133714945414,5,PR,N,00000,00000,00000,3.89,04,2.45,
4202026000009242399000133790750132,5,PR,N,00000,00000,00000,8.33,06,4.71,
4202026000009242499000133734237599,5,PR,N,00000,00000,00000,5.42,07,3.9,
4202026000009242599000133780904471,5,PR,N,00000,00000,00000,14.56,08,9.99,
4202026000009242699000133781805328,5,PR,N,00000,00000,00000,3.2,08,3.36,
4202026000009242799000133727343900,5,PR,N,00000,00000,00000,5.72,06,3.7,
4202026000009242899000133749539417,5,PR,N,00000,00000,00000,6.12,01,2.54,
4202026000009243099000133761702888,5,PR,N,00000,00000,00000,13.08,01,3.73,
4202026000009243199000133708754372,5,PR,N,00000,00000,00000,0.89,06,1.83,
4202026000009243299000133728700858,5,PR,N,00000,00000,00000,3.49,04,2.35,
4202026000009243499000133730294713,5,PR,N,00000,00000,00000,4.07,06,3.06,
4202026000009243599000133714555244,5,PR,N,00000,00000,00000,2.35,01,1.89,
4202026000009243699000133730745988,5,PR,N,00000,00000,00000,13.4,01,3.78,
4202026000009243799000133756611627,5,PR,N,00000,00000,00000,7.24,06,4.28,
4202026000009243999000133759572975,5,PR,N,00000,00000,00000,7.19,01,2.72,
4202026000009244699000133768982352,5,PR,N,00000,00000,00000,11.55,05,5.11,
4202026000009244799000133740552422,5,PR,N,00000,00000,00000,2.17,03,1.93,
4202026000009244899000133768874269,5,PR,N,00000,00000,00000,8.42,01,2.93,
4202026000009244999000133783834750,5,PR,N,00000,00000,00000,7.46,04,3.33,
4202026000009245299000133759860950,5,PR,N,00000,00000,00000,11.72,04,4.38,
4202026000009245399000133765309436,5,PR,N,00000,00000,00000,8.43,03,3.21,
4202026000009245499000133771742084,5,PR,N,00000,00000,00000,14.98,04,5.19,
4202026000009245599000133777807014,5,PR,N,00000,00000,00000,4.66,03,2.44,
4202026000009245699000133720203032,5,PR,N,00000,00000,00000,6.77,08,5.44,
4202026000009245799000133748157117,5,PR,N,00000,00000,00000,1.87,06,2.21,
4202026000009245899000133739821773,5,PR,N,00000,00000,00000,8.8,05,4.24,
4202026000009245999000133742549960,5,PR,N,00000,00000,00000,2.83,06,2.58,
4202026000009246099000133772070308,5,PR,N,00000,00000,00000,11.54,01,3.46,
4202026000009246199000133780811540,5,PR,N,00000,00000,00000,6.36,07,4.31,
4202026000009246299000133729990285,5,PR,N,00000,00000,00000,8.85,01,3.0,
4202026000009246399000133704561243,5,PR,N,00000,00000,00000,3.32,05,2.53,
4202026000009246499000133745209023,5,PR,N,00000,00000,00000,10.26,05,4.7,
4202026000009246799000133701670983,5,PR,N,00000,00000,00000,3.63,05,2.63,
4202026000009246899000133778614207,5,PR,N,00000,00000,00000,14.42,04,5.05,
4202026000009246999000133785534515,5,PR,N,00000,00000,00000,6.67,01,2.63,
4202026000009247099000133788149522,5,PR,N,00000,00000,00000,9.49,08,7.03,
4202026000009247299000133744338739,5,PR,N,00000,00000,00000,11.12,03,3.76,
4202026000009247399000133770919942,5,PR,N,00000,00000,00000,14.17,07,7.78,
4202026000009247799000133787910579,5,PR,N,00000,00000,00000,14.01,01,3.89,
4202026000009267399000133740460146,5,PR,N,00000,00000,00000,14.99,01,4.05,
4202026000009267499000133781987333,5,PR,N,00000,00000,00000,6.84,04,3.18,
4202026000009241999000133738874678,3,PR,B,00000,00000,00000,4.87,01,1.71,
4202026000009242099000133717251726,3,PR,B,00000,00000,00000,0.31,03,1.35,
4202026000009242199000133711108772,3,PR,B,00000,00000,00000,0.32,04,1.37,
4202026000009242299000133752715938,3,PR,B,00000,00000,00000,12.97,04,3.38,
4202026000009242399000133776458988,3,PR,B,00000,00000,00000,9.25,05,3.36,
4202026000009242499000133747272156,3,PR,B,00000,00000,00000,8.44,01,2.0,
4202026000009242599000133780648194,3,PR,B,00000,00000,00000,9.19,01,2.06,
4202026000009242699000133775676589,3,PR,B,00000,00000,00000,3.26,03,1.68,
4202026000009242799000133757839340,3,PR,B,00000,00000,00000,8.36,01,1.99,
4202026000009242899000133751195162,3,PR,B,00000,00000,00000,12.25,05,4.03,
4202026000009243099000133745960161,3,PR,B,00000,00000,00000,8.7,01,2.02,
4202026000009243199000133787847307,3,PR,B,00000,00000,00000,0.77,04,1.44,
4202026000009243299000133772257946,3,PR,B,00000,00000,00000,13.56,01,2.4,
4202026000009243499000133736099494,3,PR,B,00000,00000,00000,0.38,01,1.35,
4202026000009243599000133794715707,3,PR,B,00000,00000,00000,5.99,03,1.98,
4202026000009243699000133792551192,3,PR,B,00000,00000,00000,14.17,03,2.88,
4202026000009243799000133735054842,3,PR,B,00000,00000,00000,7.75,03,2.17,
4202026000009243999000133781029906,3,PR,B,00000,00000,00000,6.02,04,2.28,
4202026000009244699000133707583441,3,PR,B,00000,00000,00000,10.26,01,2.14,
4202026000009244799000133714101828,3,PR,B,00000,00000,00000,14.26,04,3.59,
4202026000009244899000133745122385,3,PR,B,00000,00000,00000,14.11,01,2.45,
4202026000009244999000133759676551,3,PR,B,00000,00000,00000,4.42,01,1.67,
4202026000009245299000133774036994,3,PR,B,00000,00000,00000,14.84,01,2.51,
4202026000009245399000133716464923,3,PR,B,00000,00000,00000,12.52,01,2.32,
4202026000009245499000133766523945,3,PR,B,00000,00000,00000,7.63,05,3.01,
4202026000009245599000133776262648,3,PR,B,00000,00000,00000,0.91,01,1.39,
4202026000009245699000133779126684,3,PR,B,00000,00000,00000,5.75,05,2.59,
4202026000009245799000133703740468,3,PR,B,00000,00000,00000,11.96,03,2.64,
4202026000009245899000133747029522,3,PR,B,00000,00000,00000,12.85,01,2.35,
4202026000009245999000133707221516,3,PR,B,00000,00000,00000,8.99,03,2.31,
4202026000009246099000133777967880,3,PR,B,00000,00000,00000,1.21,04,1.51,
4202026000009246199000133756768590,3,PR,B,00000,00000,00000,2.04,03,1.54,
4202026000009246299000133711839188,3,PR,B,00000,00000,00000,4.6,01,1.69,
4202026000009246399000133790627922,3,PR,B,00000,00000,00000,0.79,01,1.38,
4202026000009246499000133785685587,3,PR,B,00000,00000,00000,3.3,01,1.58,
4202026000009246799000133787219349,3,PR,B,00000,00000,00000,11.32,04,3.12,
4202026000009246899000133709080854,3,PR,B,00000,00000,00000,3.27,01,1.58,
4202026000009246999000133740579259,3,PR,B,00000,00000,00000,0.38,04,1.38,
4202026000009247099000133702166161,3,PR,B,00000,00000,00000,6.09,03,1.99,
4202026000009247299000133739137399,3,PR,B,00000,00000,00000,2.95,01,1.56,
4202026000009247399000133751398576,3,PR,B,00000,00000,00000,11.78,04,3.19,
4202026000009247799000133735860692,3,PR,B,00000,00000,00000,8.86,01,2.03,
4202026000009267399000133758230617,3,PR,B,00000,00000,00000,6.32,01,1.83,
4202026000009267499000133784850372,3,PR,B,00000,00000,00000,6.68,05,2.8,
4202026000009241999000133729875965,3,PR,B,00000,00000,00000,3.86,03,1.74,
4202026000009242099000133748929404,3,PR,B,00000,00000,00000,10.57,03,2.48,
4202026000009242199000133731085008,3,PR,B,00000,00000,00000,4.4,01,1.67,
4202026000009242299000133776108279,3,PR,B,00000,00000,00000,10.04,01,2.12,
4202026000009242399000133716727230,3,PR,B,00000,00000,00000,13.49,04,3.46,
4202026000009242499000133713497198,3,PR,B,00000,00000,00000,8.15,01,1.97,
4202026000009242599000133727614466,3,PR,B,00000,00000,00000,1.92,01,1.47,
4202026000009242699000133732150770,3,PR,B,00000,00000,00000,13.84,05,4.38,
4202026000009242799000133753353782,3,PR,B,00000,00000,00000,6.86,04,2.41,
4202026000009242899000133771517320,3,PR,B,00000,00000,00000,10.15,01,2.13,
4202026000009243099000133706064221,3,PR,B,00000,00000,00000,2.64,01,1.53,
4202026000009243199000133752027718,3,PR,B,00000,00000,00000,2.79,05,1.94,
4202026000009243299000133722086022,3,PR,B,00000,00000,00000,4.45,05,2.3,
4202026000009243499000133757129081,3,PR,B,00000,00000,00000,6.78,03,2.07,
4202026000009243599000133790650471,3,PR,B,00000,00000,00000,2.27,05,1.82,
4202026000009243699000133792770767,3,PR,B,00000,00000,00000,13.89,03,2.85,
4202026000009243799000133732835674,3,PR,B,00000,00000,00000,12.42,01,2.31,
4202026000009243999000133718190066,3,PR,B,00000,00000,00000,0.03,01,1.32,
4202026000009244699000133797350356,3,PR,B,00000,00000,00000,12.97,01,2.36,
4202026000009244799000133746550143,3,PR,B,00000,00000,00000,12.7,05,4.13,
4202026000009244899000133775953136,3,PR,B,00000,00000,00000,10.75,01,2.18,
4202026000009244999000133738713260,3,PR,B,00000,00000,00000,7.12,01,1.89,
4202026000009245299000133706285341,3,PR,B,00000,00000,00000,6.7,05,2.8,
4202026000009245399000133701773544,3,PR,B,00000,00000,00000,11.52,04,3.15,
4202026000009245499000133738669548,3,PR,B,00000,00000,00000,13.55,03,2.81,
4202026000009245599000133793406565,3,PR,B,00000,00000,00000,10.91,04,3.05,
4202026000009245699000133757399338,3,PR,B,00000,00000,00000,13.43,04,3.46,
4202026000009245799000133759489712,3,PR,B,00000,00000,00000,2.14,01,1.49,
4202026000009245899000133759734490,3,PR,B,00000,00000,00000,14.79,03,2.95,
4202026000009245999000133730418790,3,PR,B,00000,00000,00000,2.44,01,1.52,
4202026000009246099000133723123632,3,PR,B,00000,00000,00000,5.07,01,1.73,
4202026000009246199000133793624752,3,PR,B,00000,00000,00000,9.36,03,2.35,
4202026000009246299000133783560003,3,PR,B,00000,00000,00000,2.67,03,1.61,
4202026000009246399000133728222546,3,PR,B,00000,00000,00000,11.1,04,3.08,
4202026000009246499000133751879588,3,PR,B,00000,00000,00000,9.61,05,3.44,
4202026000009246799000133710826032,3,PR,B,00000,00000,00000,11.41,04,3.13,
4202026000009246899000133727987035,3,PR,B,00000,00000,00000,0.85,01,1.39,
4202026000009246999000133714256290,3,PR,B,00000,00000,00000,3.64,03,1.72,
4202026000009247099000133791725762,3,PR,B,00000,00000,00000,10.01,01,2.12,
4202026000009247299000133769511019,3,PR,B,00000,00000,00000,4.34,01,1.67,
4202026000009247399000133719344059,3,PR,B,00000,00000,00000,4.56,01,1.68,
4202026000009247799000133703301906,3,PR,B,00000,00000,00000,1.86,01,1.47,
4202026000009267399000133763949657,3,PR,B,00000,00000,00000,9.27,05,3.37,
4202026000009267499000133785172335,3,PR,B,00000,00000,00000,7.51,03,2.15,
4202026000009241999000133780570397,4,PR,B,00000,00000,00000,9.9,03,2.41,
4202026000009242099000133702116836,4,PR,B,00000,00000,00000,10.84,03,2.51,
4202026000009242199000133726093355,4,PR,B,00000,00000,00000,14.8,01,2.5,
4202026000009242299000133725530886,4,PR,B,00000,00000,00000,4.19,03,1.78,
4202026000009242399000133739664593,4,PR,B,00000,00000,00000,10.77,01,2.18,
4202026000009242499000133761010803,4,PR,B,00000,00000,00000,13.18,05,4.23,
4202026000009242599000133704372163,4,PR,B,00000,00000,00000,12.48,03,2.69,
4202026000009242699000133746888425,4,PR,B,00000,00000,00000,9.01,04,2.75,
4202026000009242799000133786724698,4,PR,B,00000,00000,00000,6.58,05,2.77,
4202026000009242899000133794058426,4,PR,B,00000,00000,00000,9.8,05,3.49,
4202026000009243099000133704666120,4,PR,B,00000,00000,00000,3.3,05,2.05,
4202026000009243199000133793766368,4,PR,B,00000,00000,00000,14.08,04,3.56,
4202026000009243299000133739579839,4,PR,B,00000,00000,00000,13.77,04,3.51,
4202026000009243499000133770154375,4,PR,B,00000,00000,00000,3.31,01,1.58,
4202026000009243599000133787216368,4,PR,B,00000,00000,00000,5.5,01,1.76,
4202026000009243699000133707213732,4,PR,B,00000,00000,00000,0.68,03,1.39,
4202026000009243799000133713805048,4,PR,B,00000,00000,00000,2.77,01,1.54,
4202026000009243999000133768319695,4,PR,B,00000,00000,00000,11.27,01,2.22,
4202026000009244699000133710150592,4,PR,B,00000,00000,00000,0.35,01,1.35,
4202026000009244799000133725909418,4,PR,B,00000,00000,00000,2.69,01,1.54,
4202026000009244899000133762606291,4,PR,B,00000,00000,00000,4.64,05,2.35,
4202026000009244999000133722036497,4,PR,B,00000,00000,00000,14.26,01,2.46,
4202026000009245299000133786434528,4,PR,B,00000,00000,00000,13.34,04,3.44,
4202026000009245399000133741543314,4,PR,B,00000,00000,00000,0.96,05,1.53,
4202026000009245499000133771880389,4,PR,B,00000,00000,00000,3.17,04,1.82,
4202026000009245599000133790018530,4,PR,B,00000,00000,00000,4.92,04,2.1,
4202026000009245699000133792943694,4,PR,B,00000,00000,00000,1.11,01,1.41,
4202026000009245799000133769873170,4,PR,B,00000,00000,00000,13.74,04,3.5,
4202026000009245899000133776239594,4,PR,B,00000,00000,00000,0.81,01,1.38,
4202026000009245999000133793263737,4,PR,B,00000,00000,00000,10.0,05,3.53,
4202026000009246099000133780137237,4,PR,B,00000,00000,00000,13.56,01,2.4,
4202026000009246199000133794964531,4,PR,B,00000,00000,00000,6.81,04,2.4,
4202026000009246299000133747652223,4,PR,B,00000,00000,00000,1.91,04,1.62,
4202026000009246399000133796095395,4,PR,B,00000,00000,00000,14.99,03,2.97,
4202026000009246499000133716345497,4,PR,B,00000,00000,00000,14.13,01,2.45,
4202026000009246799000133713090831,4,PR,B,00000,00000,00000,6.84,01,1.87,
4202026000009246899000133734951564,4,PR,B,00000,00000,00000,1.03,04,1.48,
4202026000009246999000133710354580,4,PR,B,00000,00000,00000,7.31,01,1.9,
4202026000009247099000133777229841,4,PR,B,00000,00000,00000,8.45,03,2.25,
4202026000009247299000133786982012,4,PR,B,00000,00000,00000,0.8,01,1.38,
4202026000009247399000133772600100,4,PR,B,00000,00000,00000,14.28,03,2.89,
4202026000009247799000133757766198,4,PR,B,00000,00000,00000,11.16,01,2.21,
4202026000009267399000133765999819,4,PR,B,00000,00000,00000,4.19,01,1.66,
4202026000009267499000133742735618,4,PR,B,00000,00000,00000,8.44,04,2.66,
4202026000009241999000133773135986,4,PR,B,00000,00000,00000,8.85,05,3.28,
4202026000009242099000133710905905,4,PR,B,00000,00000,00000,2.29,05,1.83,
4202026000009242199000133770845115,4,PR,B,00000,00000,00000,5.79,04,2.24,
4202026000009242299000133741664506,4,PR,B,00000,00000,00000,5.95,01,1.8,
4202026000009242399000133798612747,4,PR,B,00000,00000,00000,5.98,04,2.27,
4202026000009242499000133786860723,4,PR,B,00000,00000,00000,14.86,01,2.51,
4202026000009242599000133785565426,4,PR,B,00000,00000,00000,3.71,03,1.73,
4202026000009242699000133729870662,4,PR,B,00000,00000,00000,14.69,01,2.5,
4202026000009242799000133731536886,4,PR,B,00000,00000,00000,6.42,05,2.74,
4202026000009242899000133760179823,4,PR,B,00000,00000,00000,9.32,01,2.07,
4202026000009243099000133780196111,4,PR,B,00000,00000,00000,0.95,01,1.4,
4202026000009243199000133703736165,4,PR,B,00000,00000,00000,7.3,01,1.9,
4202026000009243299000133787928697,4,PR,B,00000,00000,00000,0.08,01,1.33,
4202026000009243499000133794920161,4,PR,B,00000,00000,00000,7.02,01,1.88,
4202026000009243599000133751851556,4,PR,B,00000,00000,00000,11.22,04,3.1,
4202026000009243699000133760935617,4,PR,B,00000,00000,00000,7.94,03,2.19,
4202026000009243799000133759670702,4,PR,B,00000,00000,00000,0.56,01,1.36,
4202026000009243999000133744476723,4,PR,B,00000,00000,00000,4.27,05,2.26,
4202026000009244699000133761110863,4,PR,B,00000,00000,00000,7.85,01,1.95,
4202026000009244799000133764539779,4,PR,B,00000,00000,00000,2.9,01,1.55,
4202026000009244899000133702513009,4,PR,B,00000,00000,00000,11.99,03,2.64,
4202026000009244999000133761693262,4,PR,B,00000,00000,00000,2.18,05,1.8,
4202026000009245299000133710545256,4,PR,B,00000,00000,00000,5.09,05,2.44,
4202026000009245399000133709890956,4,PR,B,00000,00000,00000,5.65,01,1.77,
4202026000009245499000133775390743,4,PR,B,00000,00000,00000,2.52,01,1.52,
4202026000009245599000133734330773,4,PR,B,00000,00000,00000,5.82,01,1.79,
4202026000009245699000133773017580,4,PR,B,00000,00000,00000,14.12,01,2.45,
4202026000009245799000133706058273,4,PR,B,00000,00000,00000,1.24,01,1.42,
4202026000009245899000133770414629,4,PR,B,00000,00000,00000,10.05,01,2.12,
4202026000009245999000133793532134,4,PR,B,00000,00000,00000,3.49,05,2.09,
4202026000009246099000133730470195,4,PR,B,00000,00000,00000,5.52,05,2.54,
4202026000009246199000133772480457,4,PR,B,00000,00000,00000,1.78,01,1.46,
4202026000009246299000133753725923,4,PR,B,00000,00000,00000,14.53,01,2.48,
4202026000009246399000133795433405,4,PR,B,00000,00000,00000,4.74,01,1.7,
4202026000009246499000133747849828,4,PR,B,00000,00000,00000,10.05,04,2.92,
